year,mode,staff_flag,proximity,epistemic_source,n_turns
2015,live,staff,expert,name_title,1
2015,live,staff,unresolved,sector_default,9998
2016,clip,guest,commentary,standing_rule,95
2016,clip,guest,commentary,lexicon,99
2016,clip,guest,commentary,sector_default,18
2016,clip,guest,commentary,form,2
2016,clip,guest,direct,name_title,25
2016,clip,guest,direct,lexicon,1692
2016,clip,guest,direct,sector_default,134
2016,clip,guest,expert,lexicon,68
2016,clip,guest,expert,sector_default,44
2016,clip,guest,expert,name_title,7
2016,clip,guest,expert,topic_needed,12
2016,clip,guest,institutional,lexicon,64
2016,clip,guest,institutional,sector_default,70
2016,clip,guest,institutional,name_title,4
2016,clip,guest,unresolved,sector_default,536
2016,clip,staff,commentary,sector_default,1877
2016,clip,staff,commentary,lexicon,67
2016,clip,staff,direct,sector_default,38
2016,clip,staff,direct,lexicon,1
2016,clip,staff,expert,lexicon,19
2016,clip,staff,expert,name_title,2
2016,clip,staff,expert,sector_default,2
2016,clip,staff,unresolved,sector_default,960
2016,live,guest,commentary,lexicon,984
2016,live,guest,commentary,sector_default,538
2016,live,guest,commentary,standing_rule,147
2016,live,guest,commentary,form,38
2016,live,guest,direct,lexicon,982
2016,live,guest,direct,name_title,16
2016,live,guest,direct,sector_default,222
2016,live,guest,expert,name_title,3
2016,live,guest,expert,lexicon,327
2016,live,guest,expert,topic_needed,50
2016,live,guest,expert,sector_default,14
2016,live,guest,institutional,sector_default,35
2016,live,guest,institutional,lexicon,157
2016,live,guest,institutional,name_title,2
2016,live,guest,unresolved,sector_default,877
2016,live,staff,commentary,sector_default,2292
2016,live,staff,commentary,lexicon,1379
2016,live,staff,direct,sector_default,226
2016,live,staff,direct,lexicon,6
2016,live,staff,expert,lexicon,776
2016,live,staff,expert,topic_needed,42
2016,live,staff,expert,name_title,1
2016,live,staff,unresolved,sector_default,10863
2017,clip,guest,commentary,lexicon,131
2017,clip,guest,commentary,form,34
2017,clip,guest,commentary,sector_default,35
2017,clip,guest,commentary,standing_rule,66
2017,clip,guest,direct,lexicon,1217
2017,clip,guest,direct,name_title,35
2017,clip,guest,direct,sector_default,158
2017,clip,guest,expert,sector_default,49
2017,clip,guest,expert,lexicon,31
2017,clip,guest,expert,topic_needed,36
2017,clip,guest,expert,name_title,5
2017,clip,guest,institutional,lexicon,158
2017,clip,guest,institutional,sector_default,39
2017,clip,guest,institutional,name_title,1
2017,clip,guest,unresolved,sector_default,368
2017,clip,staff,commentary,lexicon,29
2017,clip,staff,commentary,sector_default,1217
2017,clip,staff,commentary,standing_rule,1
2017,clip,staff,direct,sector_default,6
2017,clip,staff,direct,lexicon,4
2017,clip,staff,expert,lexicon,44
2017,clip,staff,unresolved,sector_default,616
2017,live,guest,commentary,lexicon,642
2017,live,guest,commentary,standing_rule,316
2017,live,guest,commentary,form,100
2017,live,guest,commentary,sector_default,345
2017,live,guest,direct,lexicon,914
2017,live,guest,direct,name_title,28
2017,live,guest,direct,sector_default,158
2017,live,guest,expert,lexicon,253
2017,live,guest,expert,topic_needed,70
2017,live,guest,expert,sector_default,24
2017,live,guest,expert,name_title,2
2017,live,guest,institutional,name_title,1
2017,live,guest,institutional,lexicon,147
2017,live,guest,institutional,sector_default,121
2017,live,guest,unresolved,sector_default,838
2017,live,staff,commentary,sector_default,2722
2017,live,staff,commentary,lexicon,1227
2017,live,staff,direct,lexicon,25
2017,live,staff,direct,sector_default,75
2017,live,staff,expert,lexicon,1030
2017,live,staff,expert,topic_needed,1
2017,live,staff,expert,sector_default,1
2017,live,staff,unresolved,sector_default,10358
2018,clip,guest,commentary,lexicon,156
2018,clip,guest,commentary,standing_rule,102
2018,clip,guest,commentary,sector_default,51
2018,clip,guest,commentary,form,7
2018,clip,guest,direct,lexicon,1324
2018,clip,guest,direct,name_title,34
2018,clip,guest,direct,sector_default,160
2018,clip,guest,expert,name_title,2
2018,clip,guest,expert,lexicon,39
2018,clip,guest,expert,sector_default,28
2018,clip,guest,expert,topic_needed,10
2018,clip,guest,institutional,lexicon,130
2018,clip,guest,institutional,sector_default,36
2018,clip,guest,institutional,name_title,5
2018,clip,guest,unresolved,sector_default,383
2018,clip,staff,commentary,sector_default,1197
2018,clip,staff,commentary,lexicon,23
2018,clip,staff,direct,sector_default,15
2018,clip,staff,direct,lexicon,4
2018,clip,staff,expert,lexicon,15
2018,clip,staff,expert,name_title,1
2018,clip,staff,expert,sector_default,1
2018,clip,staff,unresolved,sector_default,401
2018,live,guest,commentary,sector_default,320
2018,live,guest,commentary,lexicon,607
2018,live,guest,commentary,form,19
2018,live,guest,commentary,standing_rule,192
2018,live,guest,direct,lexicon,972
2018,live,guest,direct,name_title,17
2018,live,guest,direct,sector_default,209
2018,live,guest,expert,lexicon,315
2018,live,guest,expert,sector_default,35
2018,live,guest,expert,topic_needed,29
2018,live,guest,expert,name_title,2
2018,live,guest,institutional,lexicon,26
2018,live,guest,institutional,sector_default,48
2018,live,guest,institutional,name_title,4
2018,live,guest,unresolved,sector_default,686
2018,live,staff,commentary,sector_default,2805
2018,live,staff,commentary,lexicon,1078
2018,live,staff,direct,sector_default,91
2018,live,staff,direct,lexicon,16
2018,live,staff,expert,lexicon,1055
2018,live,staff,expert,topic_needed,1
2018,live,staff,unresolved,sector_default,10636
2019,clip,guest,commentary,lexicon,190
2019,clip,guest,commentary,standing_rule,132
2019,clip,guest,commentary,sector_default,51
2019,clip,guest,commentary,form,4
2019,clip,guest,direct,lexicon,1450
2019,clip,guest,direct,sector_default,106
2019,clip,guest,direct,name_title,24
2019,clip,guest,expert,lexicon,54
2019,clip,guest,expert,sector_default,12
2019,clip,guest,expert,topic_needed,20
2019,clip,guest,expert,name_title,7
2019,clip,guest,institutional,sector_default,83
2019,clip,guest,institutional,lexicon,61
2019,clip,guest,institutional,name_title,2
2019,clip,guest,unresolved,sector_default,518
2019,clip,staff,commentary,sector_default,1485
2019,clip,staff,commentary,lexicon,17
2019,clip,staff,commentary,standing_rule,3
2019,clip,staff,direct,lexicon,13
2019,clip,staff,direct,sector_default,19
2019,clip,staff,direct,name_title,1
2019,clip,staff,expert,lexicon,71
2019,clip,staff,expert,sector_default,1
2019,clip,staff,unresolved,sector_default,431
2019,live,guest,commentary,sector_default,228
2019,live,guest,commentary,lexicon,311
2019,live,guest,commentary,standing_rule,189
2019,live,guest,commentary,form,22
2019,live,guest,direct,lexicon,659
2019,live,guest,direct,sector_default,189
2019,live,guest,direct,name_title,8
2019,live,guest,expert,lexicon,329
2019,live,guest,expert,sector_default,25
2019,live,guest,expert,topic_needed,31
2019,live,guest,expert,name_title,1
2019,live,guest,institutional,sector_default,49
2019,live,guest,institutional,lexicon,14
2019,live,guest,unresolved,sector_default,560
2019,live,staff,commentary,sector_default,3027
2019,live,staff,commentary,lexicon,1437
2019,live,staff,commentary,standing_rule,6
2019,live,staff,direct,sector_default,122
2019,live,staff,direct,lexicon,3
2019,live,staff,expert,lexicon,1099
2019,live,staff,expert,sector_default,7
2019,live,staff,expert,topic_needed,17
2019,live,staff,unresolved,sector_default,10329
2020,clip,guest,commentary,standing_rule,139
2020,clip,guest,commentary,sector_default,43
2020,clip,guest,commentary,lexicon,183
2020,clip,guest,commentary,form,5
2020,clip,guest,direct,lexicon,1238
2020,clip,guest,direct,sector_default,127
2020,clip,guest,direct,name_title,19
2020,clip,guest,expert,sector_default,60
2020,clip,guest,expert,name_title,85
2020,clip,guest,expert,lexicon,251
2020,clip,guest,expert,topic_needed,32
2020,clip,guest,institutional,lexicon,44
2020,clip,guest,institutional,sector_default,45
2020,clip,guest,institutional,name_title,4
2020,clip,guest,unresolved,sector_default,523
2020,clip,staff,commentary,sector_default,1562
2020,clip,staff,commentary,lexicon,40
2020,clip,staff,direct,sector_default,36
2020,clip,staff,direct,lexicon,1
2020,clip,staff,expert,lexicon,40
2020,clip,staff,expert,sector_default,1
2020,clip,staff,unresolved,sector_default,311
2020,live,guest,commentary,standing_rule,249
2020,live,guest,commentary,form,13
2020,live,guest,commentary,lexicon,265
2020,live,guest,commentary,sector_default,157
2020,live,guest,direct,lexicon,845
2020,live,guest,direct,sector_default,186
2020,live,guest,direct,name_title,5
2020,live,guest,expert,lexicon,460
2020,live,guest,expert,sector_default,54
2020,live,guest,expert,name_title,34
2020,live,guest,expert,topic_needed,21
2020,live,guest,institutional,sector_default,21
2020,live,guest,institutional,lexicon,37
2020,live,guest,institutional,name_title,1
2020,live,guest,unresolved,sector_default,642
2020,live,staff,commentary,sector_default,2466
2020,live,staff,commentary,lexicon,646
2020,live,staff,direct,sector_default,89
2020,live,staff,direct,lexicon,43
2020,live,staff,expert,lexicon,830
2020,live,staff,expert,topic_needed,11
2020,live,staff,unresolved,sector_default,8512
2021,clip,guest,commentary,standing_rule,184
2021,clip,guest,commentary,lexicon,219
2021,clip,guest,commentary,sector_default,35
2021,clip,guest,commentary,form,14
2021,clip,guest,direct,lexicon,1176
2021,clip,guest,direct,sector_default,143
2021,clip,guest,direct,name_title,24
2021,clip,guest,expert,name_title,54
2021,clip,guest,expert,sector_default,47
2021,clip,guest,expert,lexicon,183
2021,clip,guest,expert,topic_needed,96
2021,clip,guest,institutional,lexicon,140
2021,clip,guest,institutional,sector_default,235
2021,clip,guest,institutional,name_title,10
2021,clip,guest,unresolved,sector_default,732
2021,clip,staff,commentary,sector_default,1611
2021,clip,staff,commentary,lexicon,49
2021,clip,staff,direct,sector_default,51
2021,clip,staff,direct,lexicon,1
2021,clip,staff,expert,lexicon,30
2021,clip,staff,unresolved,sector_default,393
2021,live,guest,commentary,lexicon,547
2021,live,guest,commentary,sector_default,115
2021,live,guest,commentary,standing_rule,231
2021,live,guest,commentary,form,4
2021,live,guest,direct,lexicon,718
2021,live,guest,direct,sector_default,225
2021,live,guest,direct,name_title,5
2021,live,guest,expert,lexicon,329
2021,live,guest,expert,name_title,33
2021,live,guest,expert,topic_needed,35
2021,live,guest,expert,sector_default,60
2021,live,guest,institutional,lexicon,99
2021,live,guest,institutional,sector_default,146
2021,live,guest,institutional,name_title,2
2021,live,guest,unresolved,sector_default,695
2021,live,staff,commentary,sector_default,2608
2021,live,staff,commentary,lexicon,459
2021,live,staff,commentary,standing_rule,4
2021,live,staff,direct,sector_default,66
2021,live,staff,direct,lexicon,19
2021,live,staff,expert,lexicon,518
2021,live,staff,expert,name_title,1
2021,live,staff,expert,topic_needed,3
2021,live,staff,unresolved,sector_default,7993
2022,clip,guest,commentary,lexicon,259
2022,clip,guest,commentary,standing_rule,160
2022,clip,guest,commentary,sector_default,37
2022,clip,guest,commentary,form,7
2022,clip,guest,direct,lexicon,1134
2022,clip,guest,direct,sector_default,154
2022,clip,guest,direct,name_title,30
2022,clip,guest,expert,name_title,18
2022,clip,guest,expert,sector_default,60
2022,clip,guest,expert,lexicon,107
2022,clip,guest,expert,topic_needed,9
2022,clip,guest,institutional,sector_default,59
2022,clip,guest,institutional,lexicon,71
2022,clip,guest,institutional,name_title,7
2022,clip,guest,unresolved,sector_default,666
2022,clip,staff,commentary,sector_default,1378
2022,clip,staff,commentary,lexicon,34
2022,clip,staff,direct,sector_default,52
2022,clip,staff,direct,lexicon,14
2022,clip,staff,expert,lexicon,46
2022,clip,staff,expert,topic_needed,3
2022,clip,staff,unresolved,sector_default,559
2022,live,guest,commentary,sector_default,156
2022,live,guest,commentary,lexicon,232
2022,live,guest,commentary,standing_rule,175
2022,live,guest,commentary,form,29
2022,live,guest,direct,lexicon,696
2022,live,guest,direct,sector_default,165
2022,live,guest,direct,name_title,8
2022,live,guest,expert,lexicon,223
2022,live,guest,expert,name_title,16
2022,live,guest,expert,topic_needed,29
2022,live,guest,expert,sector_default,34
2022,live,guest,institutional,lexicon,102
2022,live,guest,institutional,sector_default,34
2022,live,guest,institutional,name_title,1
2022,live,guest,unresolved,sector_default,365
2022,live,staff,commentary,sector_default,2494
2022,live,staff,commentary,lexicon,592
2022,live,staff,commentary,form,1
2022,live,staff,commentary,standing_rule,18
2022,live,staff,direct,sector_default,131
2022,live,staff,direct,lexicon,37
2022,live,staff,expert,lexicon,658
2022,live,staff,expert,topic_needed,17
2022,live,staff,unresolved,sector_default,8330
2023,clip,guest,commentary,lexicon,234
2023,clip,guest,commentary,sector_default,55
2023,clip,guest,commentary,form,1
2023,clip,guest,commentary,standing_rule,147
2023,clip,guest,direct,lexicon,1209
2023,clip,guest,direct,sector_default,161
2023,clip,guest,direct,name_title,41
2023,clip,guest,expert,lexicon,135
2023,clip,guest,expert,name_title,11
2023,clip,guest,expert,topic_needed,18
2023,clip,guest,expert,sector_default,55
2023,clip,guest,institutional,lexicon,92
2023,clip,guest,institutional,name_title,6
2023,clip,guest,institutional,sector_default,99
2023,clip,guest,unresolved,sector_default,512
2023,clip,staff,commentary,sector_default,1395
2023,clip,staff,commentary,lexicon,32
2023,clip,staff,direct,sector_default,75
2023,clip,staff,direct,lexicon,32
2023,clip,staff,expert,lexicon,43
2023,clip,staff,institutional,name_title,1
2023,clip,staff,unresolved,sector_default,455
2023,live,guest,commentary,sector_default,171
2023,live,guest,commentary,standing_rule,169
2023,live,guest,commentary,lexicon,649
2023,live,guest,commentary,form,4
2023,live,guest,direct,lexicon,862
2023,live,guest,direct,name_title,11
2023,live,guest,direct,sector_default,100
2023,live,guest,expert,lexicon,294
2023,live,guest,expert,sector_default,35
2023,live,guest,expert,topic_needed,35
2023,live,guest,expert,name_title,15
2023,live,guest,institutional,lexicon,122
2023,live,guest,institutional,name_title,2
2023,live,guest,institutional,sector_default,56
2023,live,guest,unresolved,sector_default,642
2023,live,staff,commentary,sector_default,2666
2023,live,staff,commentary,lexicon,640
2023,live,staff,commentary,standing_rule,9
2023,live,staff,direct,sector_default,103
2023,live,staff,direct,lexicon,68
2023,live,staff,expert,lexicon,535
2023,live,staff,expert,topic_needed,16
2023,live,staff,unresolved,sector_default,8802
2024,clip,guest,commentary,lexicon,306
2024,clip,guest,commentary,standing_rule,181
2024,clip,guest,commentary,sector_default,60
2024,clip,guest,direct,lexicon,1300
2024,clip,guest,direct,sector_default,117
2024,clip,guest,direct,name_title,19
2024,clip,guest,expert,lexicon,72
2024,clip,guest,expert,name_title,9
2024,clip,guest,expert,sector_default,42
2024,clip,guest,expert,topic_needed,32
2024,clip,guest,institutional,lexicon,57
2024,clip,guest,institutional,sector_default,52
2024,clip,guest,institutional,name_title,4
2024,clip,guest,unresolved,sector_default,673
2024,clip,staff,commentary,sector_default,1352
2024,clip,staff,commentary,lexicon,44
2024,clip,staff,direct,sector_default,63
2024,clip,staff,direct,lexicon,32
2024,clip,staff,expert,lexicon,46
2024,clip,staff,unresolved,sector_default,486
2024,live,guest,commentary,lexicon,512
2024,live,guest,commentary,standing_rule,304
2024,live,guest,commentary,sector_default,336
2024,live,guest,commentary,form,18
2024,live,guest,direct,lexicon,928
2024,live,guest,direct,name_title,11
2024,live,guest,direct,sector_default,189
2024,live,guest,expert,lexicon,276
2024,live,guest,expert,topic_needed,59
2024,live,guest,expert,sector_default,39
2024,live,guest,expert,name_title,11
2024,live,guest,institutional,sector_default,21
2024,live,guest,institutional,lexicon,155
2024,live,guest,institutional,name_title,2
2024,live,guest,unresolved,sector_default,547
2024,live,staff,commentary,sector_default,2372
2024,live,staff,commentary,lexicon,1118
2024,live,staff,direct,sector_default,104
2024,live,staff,direct,lexicon,26
2024,live,staff,expert,lexicon,572
2024,live,staff,expert,topic_needed,19
2024,live,staff,unresolved,sector_default,9085
2025,clip,guest,commentary,standing_rule,7
2025,clip,guest,commentary,sector_default,26
2025,clip,guest,commentary,lexicon,18
2025,clip,guest,direct,lexicon,389
2025,clip,guest,direct,name_title,7
2025,clip,guest,direct,sector_default,11
2025,clip,guest,expert,lexicon,14
2025,clip,guest,expert,topic_needed,8
2025,clip,guest,expert,sector_default,7
2025,clip,guest,expert,name_title,6
2025,clip,guest,institutional,lexicon,9
2025,clip,guest,institutional,sector_default,12
2025,clip,guest,institutional,name_title,1
2025,clip,guest,unresolved,sector_default,118
2025,clip,staff,commentary,sector_default,280
2025,clip,staff,commentary,lexicon,1
2025,clip,staff,direct,lexicon,6
2025,clip,staff,direct,sector_default,11
2025,clip,staff,expert,name_title,1
2025,clip,staff,expert,lexicon,8
2025,clip,staff,unresolved,sector_default,52
2025,live,guest,commentary,sector_default,41
2025,live,guest,commentary,standing_rule,30
2025,live,guest,commentary,lexicon,76
2025,live,guest,commentary,form,3
2025,live,guest,direct,lexicon,195
2025,live,guest,direct,name_title,2
2025,live,guest,direct,sector_default,22
2025,live,guest,expert,lexicon,81
2025,live,guest,expert,topic_needed,5
2025,live,guest,expert,name_title,2
2025,live,guest,institutional,lexicon,12
2025,live,guest,unresolved,sector_default,123
2025,live,staff,commentary,sector_default,494
2025,live,staff,commentary,lexicon,390
2025,live,staff,direct,sector_default,27
2025,live,staff,direct,lexicon,10
2025,live,staff,expert,lexicon,144
2025,live,staff,unresolved,sector_default,1661
